,description,review.point,sentiment
1090,Matured in a sherry cask. Chock full of ripe fruit; but still quite feminine in personality. Firm malt foundation; almost buttery in texture; with juicy oak; maple syrup; raspberry (red and black); strawberry; and dates; peppered with gentle spice (cinnamon; ginger). While this is a very enjoyable whisky; I have tasted some excellent Linkwood bottlings; including the standard 12 year old from back in the early 1990s; that brandished less sherry; allowing more of Linkwood’s gentle nature to blossom. Still; the sherry influence here is pristine; and it gives as much as it masks. (430 bottles)£200,87,1
1089,Amber copper color. Very mature aroma of oak; damp earth; peat smoke; licorice; soft citrus; and seaweed. Full-bodied and somewhat oily. A gently sweet vanilla note up front-albeit very briefly-then a quick flash of citrus fruit and seaweed. After that it's a battle between peat smoke and oak; with the oak ultimately winning. Very long; dry; smoky finish.,87,1
1088,Full Volume is a U.S.-exclusive bottling that was distilled in 1999 and matured entirely in first-fill bourbon casks. The nose is fragrant; with canned pears and vanilla ice cream; coconut; and a very subtle wisp of smoke. Quite thin on the palate; nutty; mildly herbal; with tropical fruits. Ashy peat smoke; cocoa powder; and wood spice in the medium-length finish.,87,1
1087,Named for Highland Park Distillery’s founder; Magnus Eunson. It has been matured in first-fill and refill American oak sherry casks. The nose offers honeysuckle; vanilla; rising bread dough; and faint; aromatic wood smoke. Slightly smoky orchard fruits on the early palate; with sultanas; ripe cherries; and cinnamon. Medium to long in the finish; with drying fruit notes; wood spice; and ultimately; licorice sticks. (U.S. exclusive),87,1
1102,Maturation of the Pentland Skerries bottling of the Lighthouse Collection has taken place exclusively in former Spanish sherry casks; which lends the nose rich; dark sherry and Christmas cake notes; caramel and old leather; along with the distillery’s characteristic saltiness; which here comes across as salted peanuts. Full-bodied and slick in the mouth; overt sherry; sultanas; figs; spice; and contrasting brine. Mild maritime notes and autumn fruits combine with prunes and sherry in an accomplished; after-dinner finish. £55/liter,87,1
1086,Valkyrie replaces the current Dark Origins expression and was matured in a combination of first-fill American oak sherry casks; American oak bourbon casks; and European oak sherry casks; along with some refill casks. Apricots and aromatic wood smoke on the nose; slightly oily; with raisins. Stewed fruits on the palate; with earthy peat; licorice; and black pepper. Aniseed; dark berry notes; and wood spice in the finish.,87,1
1103,Here’s a classical Port Ellen; where the intense; even monomaniacal delivery of smoke mixes with damp face flannel; purple smoke; green ferns; and rapeseed oil. Lots of minerality; to the point of being almost flintily uncompromising. Water makes it more naked. The palate is excellent; with an explosion of preserved lemon-accented smokiness; touches of Spanish paprika; a sweet syrupy center; before a massive licorice finish. Peatiness for the purist; but whenever was that different? (2;958 bottles).,87,1
1105,"As part of its program to make available single malts from all five of its Scotch whisky distilleries; Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla; situated near Nairn in the Scottish Highlands. The 12; 16; and 21 year old expressions are initially available in ten markets; Including the UK; U.S.; and Canada.
More restrained on the nose than the 12 and 16 year old variants; with green apples; melons; and damp grass. The palate is silky and refined; with fresh fruits; just a hint of sherry; light spice; and a wisp of smoke. Aniseed and drying old oak in the earthy; lengthy finish.",87,1
1046,The least well-known of the Fogwatt trio which includes Longmorn and BenRiach; it’s unlikely that Glen Elgin will become a major brand anytime soon; given how important it is to blenders. A combination of long; slow ferments; and distillation coupled with worm tubs gives a ludicrously fruity spirit; which here is bulging with ripe peach; apricot; and Galia melon coated in cinnamon and nutmeg; given thick weight by the worm tubs. A classic. £34,87,1
1120,Tomatin launched the peated Cù Bòcan expression last year; and follows it with a vintage variant; the result of “…a rare and unintentional production of peated whisky at the distillery on 7th June 1989.” Three bourbon casks yielded 1;080 bottles. Ripe apples and aerosol furniture polish; with a vanilla and sweet woodsmoke backdrop on the nose. Full-bodied; with intense; sweet fruit notes on the palate; and a heathery; smoky kick. Smoky spice and nutty flavors in the ultimately drying finish. £200,87,1
1119,This vintage expression from Tomatin has been matured in a mix of bourbon and port casks; and is being released in batches. The first comprises 2;500 bottles. The soft; fragrant nose offers strawberries; apricots; honey; and caramel; with a final hint of dry port. Fruit and caramel notes carry over from the nose onto the palate before dark chocolate appears; along with a suggestion of smoke. Subtle oak and ginger in the lengthy finish.,87,1
1118,"This veteran example of Tomatin was distilled in November 1967 and matured for 45 years in refill butt #9315. The outturn was
175 bottles. Uncompromising dark sherry and treacle notes on the fruity nose; along with gunpowder tea. Big; old sherry notes on the full palate; with raisins; sultanas; and a sprinkling of black pepper. Fruity; notably spicy; and not too drying for its age in a relatively supple finish. £230",87,1
1117,Bold and spicy; but with enough backbone to handle it. Surely the most intense of the bunch overall. (The 25 year old is dry on the palate -- especially on the finish -- but the 30 year old challenges you the throughout.) There’s plenty of oak here; imparting leather; resin; and dried spice notes (cinnamon; clove; vanilla); but it is rescued by sherried fruit; honeyed citrus; and toffee. A powerful dram.,87,1
1116,"Fuller in body; deeper and more complex than the 12 year old (as would be expected). Sweeter fruits (honey-laced citrus; lemon gum drops; and ripe peach) and rum notes marry nicely with dried spice (cinnamon; vanilla; ginger). Calming finish. An intelligent use of sherry cask aging. 
",87,1
1115,"Straw gold. Aromas of a sweet shop-vanilla; honey; marshmallow; and confectioner’s sugar. Light to medium body; and soft. Clean flavors; which are very malty and honeyed; with notes of marshmallow and vanilla. Gently sweet finish. 
",87,1
1114,"Deep amber/chestnut/crimson color; suggesting a good dose of sherry cask aging; which the palate confirms. Syrupy notes of fruitcake; burnt fig; raisin; and beeswax are balanced by resinous oak; polished leather; roasted nuts; and dried spice on the finish. The 37 years of oak impact is balanced nicely by the sherry; even if both are a bit extreme for what is normally a more elegant dram. 
",87,1
1113,A showcase of the wide range of Talisker’s characteristics. Very sweet fruits; vanilla; new leather; and a hint of brine on the nose. Smooth on the palate; with smoky dark berries; lively spices; and crème brûlée. Dark chocolate and slightly bitter tannins feature in the finish; along with ginger and very mild chili. (Travel Retail exclusive),87,1
1112,This no age statement Talisker is one of the first “triple matured” (so-named) whiskies exclusive to Friends of The Classic Malts. Successive periods of aging occurred in refill casks; charred American oak hogsheads; and European oak refill casks. Ozone; fresh asphalt; dried fruits; and old leather on the nose. A big pepper hit in the mouth; backed by earthy peat; Elastoplast; vanilla; and citrus fruits. The pepper lasts right to the end in the long; steadily-drying; charcoal-fueled finish. £80,87,1
1111,As part of a rebranding of the entire Talisker range; Diageo has brought its Special Releases 25 and 30 year old cask strength expressions into the full-time fold; reduced in strength to 45.8%. Sweet and buttery on the nose; soft fruits and fragrant malt; milk chocolate; and dry; crumbling peat. Citrus fruits (notably lemon); licorice sticks; black pepper; and scorched wood on the palate. Dry and oaky in the lengthy finish; with peat notes and allspice to the end. £300 ,87,1
